t_ms,LF_ref,LF_meas,RF_ref,RF_meas,LB_ref,LB_meas,RB_ref,RB_meas
1915,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1918,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1923,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1934,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1934,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1937,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1947,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1948,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1959,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1966,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1966,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1971,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1975,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1978,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1981,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1985,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1995,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
1995,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2003,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2010,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2013,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2023,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2033,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2033,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2034,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2041,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2043,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2046,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2057,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2057,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2062,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2065,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2074,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2077,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2084,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2090,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2094,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2099,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2103,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2107,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2116,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2125,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2125,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2128,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2139,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2140,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2143,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2151,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2155,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2158,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2161,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2174,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2175,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2179,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2183,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2186,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2196,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2204,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2204,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2209,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2217,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2224,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2231,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2231,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2234,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2238,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2241,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2252,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2254,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2257,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2267,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2268,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2273,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2276,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2285,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2289,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2295,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2300,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2302,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2307,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2311,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2318,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2321,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2330,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2334,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2348,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2348,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2348,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2355,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2366,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2385,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2385,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2386,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2386,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2386,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2391,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2399,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2404,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2404,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2412,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2415,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2419,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2423,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2426,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2435,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2439,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2444,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2446,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2451,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2464,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2480,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2480,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2480,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2489,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2489,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2492,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2492,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2496,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2500,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2508,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2519,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2525,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2525,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2528,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2535,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2545,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2553,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2553,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2553,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2561,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2564,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2569,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2573,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2576,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2580,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2589,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2593,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2596,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2602,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2609,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2612,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2618,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2621,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2628,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2636,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2639,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2647,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2650,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2653,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2656,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2660,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2668,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2672,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2679,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2689,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2689,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2695,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2705,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2705,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2708,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2714,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2717,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2723,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2732,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2732,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2736,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2745,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2748,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2755,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2759,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2762,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2769,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2772,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2778,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2783,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2791,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2796,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2800,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2804,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2810,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2813,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2817,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2826,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2829,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2833,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2839,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2843,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2860,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2860,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2860,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2863,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2868,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2874,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2877,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2887,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2893,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2893,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2897,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2910,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2911,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2915,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2919,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2922,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2928,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2932,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2937,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2941,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2952,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2955,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2959,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2962,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2967,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2975,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2979,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2985,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
2993,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3004,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3004,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3004,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3008,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3011,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3018,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3024,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3028,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3034,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3037,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3044,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3059,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3059,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3059,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3063,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3066,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3073,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3076,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3081,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3085,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3092,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3098,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3101,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3111,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3114,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3120,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3127,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3130,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3133,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3136,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3149,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3149,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3156,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3164,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3164,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3167,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3171,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3178,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3181,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3191,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3203,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3203,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3210,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3210,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3213,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3216,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3225,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3228,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3233,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3241,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3244,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3247,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3251,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3259,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3264,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3267,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3274,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3277,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3280,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3287,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3293,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3296,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3304,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3308,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3315,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3322,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3325,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3330,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3336,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3340,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3343,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3351,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3357,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3369,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3369,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3369,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3373,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3376,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3388,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3388,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3392,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3402,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3403,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3408,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3413,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3417,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3423,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3433,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3436,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3436,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3442,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3449,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3452,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3456,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3468,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3468,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3471,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3484,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3484,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3488,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3491,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3497,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3506,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3511,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3516,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3519,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3522,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3529,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3532,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3539,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3544,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3546,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3551,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3559,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3562,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3568,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3571,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3576,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3584,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3587,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3596,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3599,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3602,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3608,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3613,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3616,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3625,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3631,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3637,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3644,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3644,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3647,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3658,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3669,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3669,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3679,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3679,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3679,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3682,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3688,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3693,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3698,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3708,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3708,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3711,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3719,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3724,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3727,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3736,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3741,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3744,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3749,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3753,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3756,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3765,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3771,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3773,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3779,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3784,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3787,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3795,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3800,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3805,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3810,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3813,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3819,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3823,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3826,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3836,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3836,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
3848,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00
