t_ms,LF_ref,LF_meas,RF_ref,RF_meas,LB_ref,LB_meas,RB_ref,RB_meas
5022,975.78,708.94,-277.32,-412.80,277.32,294.34,-975.78,-922.59
5030,975.78,1184.68,-277.32,-96.24,277.32,184.52,-975.78,-1014.78
5033,975.78,893.33,-277.32,-151.18,277.32,220.19,-975.78,-1014.56
5042,981.96,1126.97,-279.07,-241.43,279.07,179.67,-981.96,-560.34
5045,981.96,711.29,-279.07,-109.20,279.07,84.28,-981.96,-997.86
5052,985.05,923.27,-279.95,-40.48,279.95,155.43,-985.05,-1006.61
5061,985.05,964.21,-279.95,-121.81,279.95,321.82,-985.05,-1143.88
5064,985.05,1010.81,-279.95,-347.86,279.95,261.02,-985.05,-752.35
5070,985.05,1042.95,-279.95,-487.77,279.95,231.98,-985.05,-875.65
5078,985.05,746.56,-279.95,-453.57,279.95,287.66,-985.05,-1004.04
5083,988.14,1003.59,-280.83,-20.82,280.83,377.97,-988.14,-786.72
5090,988.14,971.85,-280.83,-73.58,280.83,400.80,-988.14,-1163.04
5095,988.14,1319.59,-280.83,-434.51,280.83,224.89,-988.14,-662.07
5102,988.14,721.42,-280.83,-370.40,280.83,244.15,-988.14,-1088.39
5106,988.14,791.71,-280.83,-328.25,280.83,285.75,-988.14,-976.33
5113,988.14,928.70,-280.83,-330.00,280.83,423.43,-988.14,-960.94
5126,988.14,1243.94,-280.83,-449.79,280.83,352.21,-988.14,-848.74
5126,988.14,833.40,-280.83,-265.24,280.83,188.44,-988.14,-660.40
5129,988.14,855.54,-280.83,17.28,280.83,84.59,-988.14,-1277.55
5139,988.14,1006.07,-280.83,-82.42,280.83,71.69,-988.14,-891.08
5143,988.14,1011.21,-280.83,-412.13,280.83,117.89,-988.14,-1079.30
5148,985.05,1044.80,-279.95,-313.89,279.95,207.92,-985.05,-589.64
5161,985.05,721.31,-279.95,-116.27,279.95,285.71,-985.05,-983.64
5167,985.05,1040.77,-279.95,-166.09,279.95,277.81,-985.05,-1122.58
5167,985.05,903.19,-279.95,-315.81,279.95,246.05,-985.05,-1057.94
5173,985.05,1174.03,-279.95,-475.70,279.95,311.68,-985.05,-852.80
5181,985.05,895.40,-279.95,-275.18,279.95,300.00,-985.05,-601.97
5186,985.05,1106.08,-279.95,-115.59,279.95,359.91,-985.05,-1191.56
5189,985.05,913.06,-279.95,-274.76,279.95,291.65,-985.05,-991.04
5211,985.05,1083.57,-279.95,-320.10,279.95,322.15,-985.05,-1166.79
5211,985.05,844.42,-279.95,-202.84,279.95,336.00,-985.05,-670.77
5211,985.05,793.52,-279.95,-335.30,279.95,381.65,-985.05,-731.17
5215,985.05,1017.72,-279.95,-499.80,279.95,328.15,-985.05,-1125.31
5221,985.05,977.55,-279.95,-524.90,279.95,213.92,-985.05,-990.67
5226,985.05,1076.59,-279.95,12.07,279.95,110.53,-985.05,-1015.12
5235,985.05,770.58,-279.95,78.06,279.95,58.47,-985.05,-740.21
5239,985.05,1067.26,-279.95,-316.11,279.95,116.09,-985.05,-1030.85
5250,985.05,854.86,-279.95,-404.95,279.95,221.90,-985.05,-703.09
5253,985.05,1225.32,-279.95,-111.70,279.95,299.68,-985.05,-1122.02
5256,985.05,764.00,-279.95,69.83,279.95,238.05,-985.05,-912.17
5263,985.05,855.96,-279.95,-47.87,279.95,172.44,-985.05,-816.92
5268,985.05,982.15,-279.95,-213.61,279.95,305.82,-985.05,-909.50
5278,981.96,1021.36,-279.07,-329.07,279.07,390.32,-981.96,-698.53
5282,981.96,1007.26,-279.07,-427.19,279.07,400.77,-981.96,-1261.20
5289,981.96,782.24,-279.07,-448.14,279.07,200.23,-981.96,-993.36
5292,978.87,1041.77,-278.19,-119.56,278.19,255.88,-978.87,-1129.31
5299,978.87,876.52,-278.19,-165.48,278.19,333.84,-978.87,-627.39
5304,972.70,1230.48,-276.44,-354.80,276.44,503.96,-972.70,-1006.11
5310,972.70,746.13,-276.44,-308.08,276.44,429.96,-972.70,-1074.97
5318,969.61,891.83,-275.56,-353.41,275.56,45.17,-969.61,-831.89
5323,969.61,883.92,-275.56,-374.39,275.56,-21.59,-969.61,-897.55
5330,969.61,1057.65,-275.56,-505.69,275.56,223.60,-969.61,-665.53
5333,963.43,903.93,-273.81,-167.53,273.81,299.73,-963.43,-1186.25
5340,963.43,856.05,-273.81,-52.51,273.81,291.57,-963.43,-763.10
5347,960.34,1120.92,-272.93,-187.36,272.93,159.64,-960.34,-728.03
5351,960.34,824.96,-272.93,-296.01,272.93,38.13,-960.34,-931.61
5358,957.26,1011.49,-272.05,-58.88,272.05,105.88,-957.26,-758.54
5368,957.26,693.41,-272.05,-28.47,272.05,341.89,-957.26,-1384.14
5371,957.26,1008.26,-272.05,-137.08,272.05,371.78,-957.26,-851.23
5378,954.17,1004.47,-271.17,-325.35,271.17,385.79,-954.17,-869.31
5383,954.17,943.53,-271.17,-353.73,271.17,198.69,-954.17,-704.21
5388,951.08,874.83,-270.30,-443.67,270.30,218.36,-951.08,-861.65
5395,951.08,744.11,-270.30,-166.71,270.30,334.10,-951.08,-1259.14
5402,951.08,1144.52,-270.30,-30.06,270.30,369.65,-951.08,-768.64
5410,951.08,877.07,-270.30,-170.96,270.30,398.93,-951.08,-929.55
5413,951.08,1093.31,-270.30,-429.37,270.30,363.60,-951.08,-745.06
5420,947.99,683.34,-269.42,-345.69,269.42,93.37,-947.99,-1215.60
5423,947.99,886.01,-269.42,-317.97,269.42,-79.39,-947.99,-898.34
5432,947.99,960.54,-269.42,-316.43,269.42,162.57,-947.99,-904.61
5438,947.99,951.17,-269.42,-503.54,269.42,346.10,-947.99,-1042.45
5444,947.99,1054.08,-269.42,-143.87,269.42,301.84,-947.99,-839.84
5447,947.99,690.76,-269.42,83.58,269.42,142.55,-947.99,-1034.01
5455,947.99,915.48,-269.42,-213.64,269.42,83.78,-947.99,-664.44
5464,947.99,902.79,-269.42,-433.13,269.42,225.62,-947.99,-1101.14
5468,947.99,1293.56,-269.42,-191.96,269.42,393.83,-947.99,-815.82
5474,947.99,770.66,-269.42,-0.77,269.42,425.96,-947.99,-1016.38
5479,947.99,685.21,-269.42,-41.63,269.42,194.87,-947.99,-852.73
5484,947.99,948.21,-269.42,-245.36,269.42,118.24,-947.99,-663.68
5493,947.99,957.38,-269.42,-401.63,269.42,313.15,-947.99,-1186.37
5496,947.99,1192.09,-269.42,-455.92,269.42,423.79,-947.99,-843.82
5506,947.99,702.76,-269.42,-184.11,269.42,463.75,-947.99,-991.27
5509,947.99,944.08,-269.42,79.71,269.42,269.13,-947.99,-657.81
5514,947.99,858.32,-269.42,2.42,269.42,84.97,-947.99,-751.80
5524,947.99,1183.19,-269.42,-321.31,269.42,92.36,-947.99,-1250.71
5529,947.99,816.05,-269.42,-469.43,269.42,181.79,-947.99,-1004.51
5534,947.99,721.46,-269.42,-312.08,269.42,220.16,-947.99,-921.44
5540,947.99,1034.81,-269.42,-293.97,269.42,297.48,-947.99,-481.13
5544,947.99,864.50,-269.42,-282.00,269.42,289.80,-947.99,-1014.56
5551,947.99,1131.02,-269.42,-501.46,269.42,164.40,-947.99,-1094.74
5556,947.99,743.96,-269.42,-217.52,269.42,241.58,-947.99,-1100.75
5563,947.99,841.74,-269.42,-54.37,269.42,299.96,-947.99,-719.55
5574,944.90,941.05,-268.54,-185.84,268.54,369.61,-944.90,-527.26
5575,944.90,976.96,-268.54,-307.97,268.54,306.22,-944.90,-1146.93
5583,944.90,1027.04,-268.54,-52.40,268.54,139.90,-944.90,-1015.15
5588,944.90,736.41,-268.54,47.94,268.54,214.71,-944.90,-1102.46
5591,944.90,919.18,-268.54,-71.99,268.54,347.67,-944.90,-707.48
5598,944.90,818.75,-268.54,-257.96,268.54,410.71,-944.90,-551.45
5606,944.90,1170.04,-268.54,-475.70,268.54,440.07,-944.90,-1130.67
5611,944.90,764.21,-268.54,-568.05,268.54,245.15,-944.90,-974.53
5618,944.90,853.43,-268.54,-183.24,268.54,-37.26,-944.90,-1212.29
5623,944.90,959.92,-268.54,157.26,268.54,31.37,-944.90,-613.65
5630,944.90,925.67,-268.54,-77.54,268.54,287.61,-944.90,-779.62
5634,944.90,1103.30,-268.54,-439.25,268.54,258.72,-944.90,-869.80
5640,944.90,702.80,-268.54,-407.38,268.54,224.11,-944.90,-835.50
5650,944.90,889.45,-268.54,-202.77,268.54,150.28,-944.90,-1134.41
5653,944.90,877.03,-268.54,-278.75,268.54,216.02,-944.90,-732.91
5659,944.90,1088.23,-268.54,-424.84,268.54,393.79,-944.90,-900.85
5668,944.90,949.67,-268.54,-520.49,268.54,424.19,-944.90,-767.08
5672,944.90,861.34,-268.54,-110.04,268.54,243.36,-944.90,-829.81
5675,944.90,991.69,-268.54,-39.94,268.54,39.64,-944.90,-1192.25
5683,944.90,868.64,-268.54,-230.79,268.54,82.12,-944.90,-913.93
5689,944.90,1141.86,-268.54,-285.86,268.54,337.60,-944.90,-928.97
5695,944.90,697.38,-268.54,-160.19,268.54,429.58,-944.90,-627.16
5700,944.90,913.72,-268.54,-167.72,268.54,414.00,-944.90,-1254.31
5709,944.90,873.76,-268.54,-303.77,268.54,194.64,-944.90,-821.08
5716,944.90,1033.68,-268.54,-338.17,268.54,108.33,-944.90,-795.95
5720,944.90,888.22,-268.54,-457.20,268.54,241.73,-944.90,-900.00
5724,944.90,808.86,-268.54,-202.68,268.54,248.21,-944.90,-684.39
5731,944.90,1152.71,-268.54,-122.14,268.54,74.23,-944.90,-1164.92
5734,944.90,829.39,-268.54,-335.20,268.54,116.08,-944.90,-658.52
5742,944.90,969.38,-268.54,-297.69,268.54,299.33,-944.90,-886.86
5752,944.90,644.37,-268.54,-282.00,268.54,236.09,-944.90,-1028.21
5756,944.90,840.88,-268.54,-316.15,268.54,195.98,-944.90,-1024.71
5759,944.90,895.64,-268.54,-535.13,268.54,319.74,-944.90,-1041.03
5768,944.90,736.00,-268.54,-296.31,268.54,359.42,-944.90,-628.48
5772,944.90,1092.79,-268.54,-42.62,268.54,428.02,-944.90,-1006.30
5779,944.90,802.02,-268.54,-149.07,268.54,214.96,-944.90,-813.65
5785,944.90,1094.03,-268.54,-317.62,268.54,230.36,-944.90,-1076.48
5794,944.90,864.81,-268.54,-123.09,268.54,257.73,-944.90,-942.25
5799,944.90,1016.86,-268.54,21.81,268.54,390.20,-944.90,-603.78
5801,944.90,775.64,-268.54,-50.06,268.54,428.07,-944.90,-1038.00
5811,944.90,776.38,-268.54,-188.01,268.54,190.61,-944.90,-874.61
5815,944.90,1079.83,-268.54,-327.28,268.54,84.33,-944.90,-1245.63
5822,944.90,824.15,-268.54,-398.35,268.54,83.76,-944.90,-718.44
5826,944.90,1153.18,-268.54,-364.52,268.54,118.20,-944.90,-687.59
5835,944.90,685.69,-268.54,-5.85,268.54,173.42,-944.90,-1023.78
5838,941.82,828.93,-267.66,-25.19,267.66,243.85,-941.82,-832.35
5846,941.82,969.91,-267.66,-296.59,267.66,258.40,-941.82,-1129.48
5849,941.82,1110.52,-267.66,-419.53,267.66,210.32,-941.82,-561.38
5858,941.82,1011.24,-267.66,-269.13,267.66,295.68,-941.82,-1009.82
5861,941.82,712.55,-267.66,-281.93,267.66,322.47,-941.82,-1006.61
5868,941.82,927.52,-267.66,-317.99,267.66,371.72,-941.82,-997.00
5877,941.82,876.44,-267.66,-455.57,267.66,265.19,-941.82,-899.06
5880,941.82,1162.08,-267.66,-182.28,267.66,232.20,-941.82,-581.86
5886,941.82,743.32,-267.66,21.81,267.66,381.52,-941.82,-1157.67
5894,941.82,806.97,-267.66,-147.00,267.66,347.97,-941.82,-934.06
5899,941.82,993.71,-267.66,-387.28,267.66,327.87,-941.82,-951.01
5906,941.82,1047.61,-267.66,-249.27,267.66,186.60,-941.82,-734.86
5909,941.82,955.79,-267.66,-22.28,267.66,233.45,-941.82,-614.11
5918,941.82,656.29,-267.66,-29.28,267.66,179.94,-941.82,-1273.08
5922,941.82,1024.88,-267.66,-211.16,267.66,2.44,-941.82,-986.87
5928,941.82,871.07,-267.66,-361.76,267.66,34.11,-941.82,-1035.54
5934,941.82,1130.52,-267.66,-389.73,267.66,195.00,-941.82,-526.13
5942,941.82,801.81,-267.66,-395.04,267.66,257.69,-941.82,-781.22
5945,941.82,769.55,-267.66,-119.54,267.66,235.84,-941.82,-1215.74
5955,941.82,1038.79,-267.66,-125.42,267.66,162.01,-941.82,-954.19
5959,941.82,994.86,-267.66,-374.91,267.66,292.80,-941.82,-910.68
5964,941.82,1117.10,-267.66,-298.46,267.66,371.72,-941.82,-460.68
5973,941.82,680.84,-267.66,-261.93,267.66,439.75,-941.82,-880.34
5976,941.82,863.43,-267.66,-386.00,267.66,127.41,-941.82,-1156.44
5983,941.82,871.57,-267.66,-564.78,267.66,169.64,-941.82,-878.06
5988,941.82,1146.48,-267.66,-245.25,267.66,365.32,-941.82,-1039.74
5995,941.82,833.06,-267.66,69.21,267.66,394.44,-941.82,-563.09
6002,941.82,791.95,-267.66,-58.03,267.66,459.62,-941.82,-1013.50
